"","UID","Chores","Hobbies","TV","Sports","Exercise"
"5840","99504206","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"5841","99504222","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"5842","99504246","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"5843","99504420","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"5844","99504424","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"5845","99504506","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"5846","99504520","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"5847","99504525","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"5848","99504703","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"5849","99504720","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"5850","99504841","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"5851","99504849","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"5852","99504905","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times"
"5853","99504908","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"5854","99504999","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"5855","99506026","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"5856","99506149","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"5857","99506170","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"5858","99506263","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(2) 3 or 4 times"
"5859","99506266","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"5860","99506342","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"5861","99506360","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"5862","99506373","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"5863","99506423","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"5864","99506487","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(0) Not at all"
"5865","99506495","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"5866","99506578","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"5867","99506681","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times"
"5868","99506905","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"5869","99506935","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(0) Not at all","(3) 5 or more times"
"5870","99506981","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"5871","99507018","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"5872","99507057","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"5873","99507059","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"5874","99507351","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"5875","99507353","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times"
"5876","99507853","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"5877","99507857","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"5878","99507859","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"5879","99507981","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"5880","99507986","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"5881","99508077","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"5882","99508120","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times"
"5883","99508134","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"5884","99508271","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times"
"5885","99508327","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"5886","99508430","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"5887","99508525","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"5888","99508537","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"5889","99508568","(0) Not at all","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"5890","99508721","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"5891","99508738","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"5892","99508822","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"5893","99508928","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"5894","99540556","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"5895","99540851","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"5896","99540917","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"5897","99543209","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"5898","99543509","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"5899","99543908","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"5900","99544087","(1) 1 or 2 times","(0) Not at all","(0) Not at all","(0) Not at all","(0) Not at all"
"5901","99544202","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"5902","99544305","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(2) 3 or 4 times"
"5903","99544902","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"5904","99546678","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"5905","99548171","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"5906","99570022","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"5907","99570029","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"5908","99570091","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"5909","99570123","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"5910","99570170","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times"
"5911","99570176","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"5912","99570192","(0) Not at all","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"5913","99570327","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"5914","99570378","(0) Not at all","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"5915","99570390","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"5916","99570393","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times"
"5917","99570398","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times"
"5918","99570450","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"5919","99570496","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"5920","99570527","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"5921","99570679","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"5922","99570683","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times"
"5923","99570695","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all"
"5924","99570725","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"5925","99570726","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"5926","99570850","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all"
"5927","99570879","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"5928","99570891","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"5929","99570896","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(0) Not at all"
"5930","99570920","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"5931","99570975","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"5932","99570997","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"5933","99571004","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all"
"5934","99571065","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"5935","99571068","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"5936","99571101","(0) Not at all","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"5937","99571111","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"5938","99571157","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"5939","99571170","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"5940","99571179","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"5941","99571202","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all"
"5942","99571215","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"5943","99571216","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"5944","99571263","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"5945","99571273","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"5946","99571301","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"5947","99571303","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"5948","99571313","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times"
"5949","99571314","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all"
"5950","99571316","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"5951","99571319","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"5952","99571353","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"5953","99571356","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"5954","99571369","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"5955","99571375","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"5956","99571401","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"5957","99571415","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"5958","99571419","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times"
"5959","99571478","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"5960","99571500","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"5961","99571606","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times"
"5962","99571660","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"5963","99571664","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"5964","99571667","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"5965","99571675","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all"
"5966","99571762","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all"
"5967","99571818","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"5968","99571916","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(0) Not at all"
"5969","99571950","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"5970","99571970","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"5971","99572042","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"5972","99572069","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"5973","99572110","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"5974","99572178","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"5975","99572214","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times"
"5976","99572216","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"5977","99572221","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"5978","99572224","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"5979","99572227","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"5980","99572228","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all"
"5981","99572229","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"5982","99572263","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"5983","99572272","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"5984","99572277","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all"
"5985","99572280","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"5986","99572283","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"5987","99572288","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"5988","99572290","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"5989","99572293","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"5990","99572304","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"5991","99572317","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"5992","99572321","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"5993","99572326","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"5994","99572347","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"5995","99572367","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all"
"5996","99572380","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times"
"5997","99572383","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(0) Not at all","(3) 5 or more times"
"5998","99572384","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(0) Not at all"
"5999","99572386","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6000","99572389","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"6001","99572392","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"6002","99572397","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times"
"6003","99572465","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times"
"6004","99572467","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"6005","99572472","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"6006","99572562","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"6007","99572569","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6008","99572643","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"6009","99572662","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6010","99572875","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"6011","99572919","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6012","99572924","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6013","99572925","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"6014","99572928","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"6015","99572929","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"6016","99572944","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"6017","99572962","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times"
"6018","99572971","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"6019","99572972","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"6020","99572975","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"6021","99572983","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6022","99572984","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"6023","99572986","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"6024","99572988","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times"
"6025","99572990","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"6026","99573014","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6027","99573036","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"6028","99573038","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all"
"6029","99573090","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"6030","99573116","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"6031","99573216","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"6032","99573251","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"6033","99573253","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"6034","99573254","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"6035","99573257","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6036","99573258","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"6037","99573295","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times"
"6038","99573314","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all"
"6039","99573316","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"6040","99573324","(0) Not at all","(0) Not at all","(0) Not at all","(0) Not at all","(1) 1 or 2 times"
"6041","99573328","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"6042","99573394","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times"
"6043","99573433","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"6044","99573619","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"6045","99573637","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"6046","99573691","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all"
"6047","99573692","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"6048","99573812","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all"
"6049","99573817","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times"
"6050","99573898","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6051","99573900","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"6052","99573916","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"6053","99573921","(0) Not at all","(0) Not at all","(0) Not at all","(0) Not at all","(1) 1 or 2 times"
"6054","99573923","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"6055","99573940","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6056","99573943","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"6057","99573944","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"6058","99573947","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6059","99573948","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(3) 5 or more times"
"6060","99573951","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"6061","99573952","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"6062","99573953","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
